Населено място;Търговски обект;Наименование на продукта;Код на продукта;Категория;Цена на дребно;Цена в промоция
55871;ГРИЗЛИ 8 ТЕВА;Кисело мляко Здравец 3.6% 500гр.;000393;7;0.92;0.79
55871;ГРИЗЛИ 8 ТЕВА;Краставици;003515;58;3.55;
55871;ГРИЗЛИ 8 ТЕВА;Кренвирш Деликатес Житница;003219;26;6.13;5.39
55871;ГРИЗЛИ 8 ТЕВА;Кренвирш Кен;002565;26;6.26;4.83
55871;ГРИЗЛИ 8 ТЕВА;Кренвирш Леки;001264;26;6.52;
55871;ГРИЗЛИ 8 ТЕВА;Кренвирш Месокомбинат Брезник;000039;26;2.53;
55871;ГРИЗЛИ 8 ТЕВА;Кренвирш Народен;008139;26;6.28;5.01
55871;ГРИЗЛИ 8 ТЕВА;Кроасан 7 Days Super Max 110гр.;001839;67;1.07;
55871;ГРИЗЛИ 8 ТЕВА;Кроасан Milka 50гр.;001384;67;1.02;
55871;ГРИЗЛИ 8 ТЕВА;Кроасан Макс 7 Days 70/80/92гр.;000908;67;0.84;0.65
55871;ГРИЗЛИ 8 ТЕВА;Кромид лук;001311;55;0.61;
55871;ГРИЗЛИ 8 ТЕВА;Лимон;001798;50;2.33;
55871;ГРИЗЛИ 8 ТЕВА;Минерална Вода Devin 1.5л.;003761;73;0.52;
55871;ГРИЗЛИ 8 ТЕВА;Минерална Вода Банкя 1.5л.;001471;73;0.59;0.51
55871;ГРИЗЛИ 8 ТЕВА;Минерална Вода Горна Баня 1.5л.;006098;73;0.63;
55871;ГРИЗЛИ 8 ТЕВА;Млечна Каша Ganchev 190гр.;634033;63;1.07;
55871;ГРИЗЛИ 8 ТЕВА;Мокри Кърпи Renkli 120бр.;003124;84;1.68;
55871;ГРИЗЛИ 8 ТЕВА;Моркови;001848;56;0.79;
55871;ГРИЗЛИ 8 ТЕВА;Натурална Минерална Вода Велинград 1.5л.;000596;73;0.43;
55871;ГРИЗЛИ 8 ТЕВА;Немско Масло Markenbutter 250гр.;001769;12;3.09;
55871;ГРИЗЛИ 8 ТЕВА;Олио Delicia 1л.;005233;42;1.86;
55871;ГРИЗЛИ 8 ТЕВА;Олио Калиакра 1л.;001864;42;2.04;
55871;ГРИЗЛИ 8 ТЕВА;Олио Карина 1л.;011528;42;1.99;
55871;ГРИЗЛИ 8 ТЕВА;Пилешки Цял Бут Вланел Охладен;003125;17;3.71;3.19
55871;ГРИЗЛИ 8 ТЕВА;Пилешко Филе Вланел;001451;16;8.43;
55871;ГРИЗЛИ 8 ТЕВА;Портокали;002960;51;1.79;
55871;ГРИЗЛИ 8 ТЕВА;Прясно Мляко Mlekovita 3.2% 1л.;007647;6;1.32;
55871;ГРИЗЛИ 8 ТЕВА;Ракия Карнобатска Гроздова 700мл.;630393;77;7.31;
55871;ГРИЗЛИ 8 ТЕВА;Розов домат;005885;54;2.55;
55871;ГРИЗЛИ 8 ТЕВА;Сапун Harmony 150гр.;005874;83;0.86;
55871;ГРИЗЛИ 8 ТЕВА;Сапун Palmolive 90гр.;009035;83;0.76;
55871;ГРИЗЛИ 8 ТЕВА;Сапун Rubis 140гр.;003354;83;0.74;
55871;ГРИЗЛИ 8 ТЕВА;Сапун Бочко 75гр.;000667;83;1.02;
55871;ГРИЗЛИ 8 ТЕВА;Сапуни Safeguard 90гр.;001560;83;1.07;
55871;ГРИЗЛИ 8 ТЕВА;Свинска Плешка без Кост;004591;18;4.65;
55871;ГРИЗЛИ 8 ТЕВА;Свински бут без кост Колбасо;008455;19;6.74;
55871;ГРИЗЛИ 8 ТЕВА;Свински врат без кост Колбасо;002535;21;7.92;6.99
55871;ГРИЗЛИ 8 ТЕВА;Свински врат с кост Колбасо;008454;21;6.8;
55871;ГРИЗЛИ 8 ТЕВА;Сол ББТ 1 кг.;009383;39;0.61;
55871;ГРИЗЛИ 8 ТЕВА;Сол Фамилекс 1кг.;006620;39;0.54;
55871;ГРИЗЛИ 8 ТЕВА;Спагети №10 Campese 400гр.;004890;37;1.12;
55871;ГРИЗЛИ 8 ТЕВА;Тоалетна Хартия Емека 8бр.;005013;85;2.76;
55871;ГРИЗЛИ 8 ТЕВА;Точени Кори Фамилия 500гр.;631020;5;2.09;
55871;ГРИЗЛИ 8 ТЕВА;Хляб Бял Лозана Нарязан 830гр.;007284;1;1;
55871;ГРИЗЛИ 8 ТЕВА;Хляб Добруджа Лозана 500гр.;001483;2;0.79;
55871;ГРИЗЛИ 8 ТЕВА;Хляб Добруджа Мио 650гр.;008868;2;0.86;
55871;ГРИЗЛИ 8 ТЕВА;Хляб Добруджа Симид Нарязан 500гр.;002054;2;0.82;
55871;ГРИЗЛИ 8 ТЕВА;Хляб Добруджа Симид Нарязан 830гр.;000184;2;1.18;
55871;ГРИЗЛИ 8 ТЕВА;Хляб Типов Мио Здраве 600гр.;001049;4;0.86;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Dunhill Blonde Blend 100s;007531;78;3.99;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Dunhill Blue;003417;78;3.99;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Dunhill Swiss Blend 100s;007178;78;3.99;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Dunhill Switch Slim rose;006176;78;3.99;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Dunhill Лилав;003213;78;3.73;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Dunhill Тюркоаз;007248;78;3.73;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Eva Slim Жълта;004371;78;3.58;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Eva Лилава;004394;78;3.58;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Marlboro Fine Touch;002822;78;3.43;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Marlboro Gold 100;001851;78;3.58;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Marlboro Gold Touch;007328;78;3.43;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Marlboro Red;000613;78;3.73;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Merilyn Розов Slim;002686;78;3.17;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Merilyn Син Slim;004807;78;3.17;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Parliament 100 Aqua Blue;006806;78;4.09;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Rothmans Blue 6.40лв.;001189;78;3.27;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Rothmans KS Gold;001693;78;3.63;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Rothmans Slims Blue Black;000308;78;3.8;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Rothmans Светло син 100s`;007730;78;3.27;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Rothmans Тъмно Син 100s';000626;78;3.27;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Sobranie Refine Red 7.60лв.;002012;78;3.89;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Sobranie Slim Black;004392;78;3.73;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Sobranie Slim Gold;004372;78;3.73;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Terea Bronze;002887;78;3.32;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Terea Russet;002883;78;3.32;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Terea Soft Fuse;002875;78;3.32;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Terea Teak;002850;78;3.32;
55871;ГРИЗЛИ 8 ТЕВА;Цигари Terea Turquoise;002873;78;3.32;
55871;ГРИЗЛИ 8 ТЕВА;Червена ябълка;010836;53;1.3;
55871;ГРИЗЛИ 8 ТЕВА;Чесън;001797;59;4.32;
55871;ГРИЗЛИ 8 ТЕВА;Шоколад Млечен 80гр.;005224;69;1.43;
55871;ГРИЗЛИ 8 ТЕВА;Ябълков Оцет Фамилекс 700мл.;006576;45;1.3;
55871;ГРИЗЛИ 8 ТЕВА;Яйца М 5бр.;001949;31;1.28;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бира Ариана Светло 2.3л.;003366;74;1.59;1.28
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бира Бургаско Светло 2.3л.;003588;74;1.63;1.12
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бира Пиринско светло 2.3л.;006073;74;1.61;1.27
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бира Шуменско светло 2.2л.;003587;74;1.66;1.38
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бисквити Житен Дар Обикновени 120гр.;630683;66;0.76;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бисквити Роден край обикновени 120гр.;013365;66;0.74;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бисквити Роден край обикновени 190гр.;013428;66;1.07;0.89
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Брашно София Мел Тип 500 1кг.;000972;40;1.05;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бяло Вино Ethno 750мл.;005815;75;4.85;4.39
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бяло Вино Керацуда Карнобат 750мл.;006120;75;3.32;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бяло Саламурено Краве Сирене Топила;004610;8;7.61;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Бяло Саламурено Сирене от Краве Мляко Лудогорско;007315;8;6.21;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Веро Feya 400мл.;000056;79;0.92;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Веро Ехо 400мл.;000656;79;1.22;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Винен Оцет Дупница 100% Натурален 700мл.;008460;44;1.27;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Домашна Лютеница Селце 570гр.;002783;49;2.38;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Захар Вучко 1кг.;009431;38;0.83;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Зряло Сирене Верея 400гр.;002148;9;5.06;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кайма Стандарт Сами - М;006600;25;6.28;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кафе Eduscho Classic Strong Мляно 250гр.;005425;70;5.47;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кафе Nova Brasilia Класик Мляно 200гр.;009970;70;3.93;3.19
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кашкавал Булгарче 400гр.;006504;11;5.11;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кашкавал Кортен тостер;005002;10;10.89;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кашкавал Лудогорие пита;000592;10;9.97;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кашкавал Матанд Плочка;012001;10;12.67;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кашкавал Матанд Тапа;009377;10;12.78;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кашкавал Мургаш 200гр.;001621;11;3.16;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кашкавал Мургаш пита;004982;10;10.73;8.99
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кисело Мляко Верея 2.9% 400гр.;004733;7;0.81;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кисело Мляко Верея Чудно 2.5% 400гр.;000121;7;0.86;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кисело Мляко Домлян 3.6% 500гр.;000496;7;0.92;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кисело Мляко Земенея 2% 400гр.;009589;7;0.81;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;"Кисело мляко ""Боженци"" 2.2%  400гр.";005139;7;0.84;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кисело мляко Булгарче гигант 2% 400гр.;001108;7;0.8;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кисело мляко Верея 2% 400гр.;000265;7;0.77;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кисело мляко Здравец 2% 500гр.;000426;7;0.85;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кисело мляко Народен дар 2% 400гр.;009561;7;0.66;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Краве Сирене Земенея;005546;8;9.2;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кренвирш Кен;002565;26;6.26;4.83
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кренвирш Месокомбинат Брезник;000039;26;2.53;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кроасан 7 Days Super Max 110гр.;001839;67;1.07;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кроасан Milka 50гр.;001384;67;1.02;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Кроасан Макс 7 Days 70/80/92гр.;000908;67;0.84;0.65
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Макаронени Изделия Спектър 500гр.;000699;36;1.38;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Маслини черни без костилка Алтънбар;001404;62;4.95;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Минерална Вода Devin 1.5л.;003761;73;0.52;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Натурална Минерална Вода Велинград 1.5л.;000596;73;0.43;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Немско Масло Markenbutter 250гр.;001769;12;3.09;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Олио Delicia 1л.;005233;42;1.86;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Олио Карина 1л.;011528;42;1.99;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Пилешки Цял Бут Вланел Охладен;003125;17;3.71;3.19
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Пилешко Филе Вланел;001451;16;8.43;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Прясно мляко Meggle UHT 3.2% 1л.;005883;6;1.84;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Ракия Бургаска Мускатова 700мл.;632205;77;10.59;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Ракия Карнобатска Гроздова Отлежала 700мл.;002340;77;10.22;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Сапун Dove 90гр.;633016;83;1.07;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Сапун Kappus 250гр.;001284;83;2.19;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Сапун Rubis 140гр.;003354;83;0.74;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Сапун Teo Tete-a-tete 90/100гр.;630786;83;0.69;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Сапуни Safeguard 90гр.;001560;83;1.07;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Свинска Плешка без Кост;004591;18;4.65;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Свински бут без кост Колбасо;008455;19;6.74;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Свински врат без кост Колбасо;002535;21;7.92;6.99
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Свински врат с кост Колбасо;008454;21;6.8;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Сол ББТ 1 кг.;009383;39;0.61;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Спагети Stella №10 500гр.;632637;37;1.48;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Типов Многозърнест Хляб Милена 500гр.;004366;4;1.59;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Точени Кори Фамилия 500гр.;631020;5;2.09;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Тракийски Точени Кори 400гр.;004239;5;1.51;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Хляб Бял Лозана Нарязан 830гр.;007284;1;1;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Хляб Бял Симид Нарязан 500гр.;002129;1;0.82;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Хляб Добруджа Мио 650гр.;008868;2;0.86;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Хляб Добруджа Симид Нарязан 500гр.;002054;2;0.82;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Хляб Добруджа Симид Нарязан 830гр.;000184;2;1.18;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Хляб Типов Мио Здраве 600гр.;001049;4;0.86;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Хляб Типов Симид Нарязан 830гр.;008083;4;1.18;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Eva Slim Жълта;004371;78;3.58;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Eva Лилава;004394;78;3.58;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари L&M 100 Red;002331;78;3.27;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Lucky Strike Dark Blue;002506;78;3.63;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Marlboro 100 Red;004058;78;3.73;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Marlboro Gold Touch;007328;78;3.43;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Merilyn Plus 100`s Син;000757;78;3.22;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Merilyn plus 100`s Розов 6.30лв.;002684;78;3.22;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Merilyn Розов Slim;002686;78;3.17;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Muratti Slim Silver;006201;78;3.43;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Parliament 100 Aqua Blue;006806;78;4.09;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Parliament Manhattan Aqua Blue;007152;78;3.63;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Rothmans Classic Blue 100s`;001196;78;3.07;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Rothmans KS White 86's;002515;78;3.27;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Rothmans Светло син 100s`;007730;78;3.27;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Rothmans Тъмно Син 100s';000626;78;3.27;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Sobranie Slim Gold;004372;78;3.73;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Terea Amber;002855;78;3.32;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Terea Bronze;002887;78;3.32;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Terea Russet;002883;78;3.32;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Terea Sienna;002882;78;3.32;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Terea Silver;004665;78;3.32;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Terea Soft Fuse;002875;78;3.32;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Terea Turquoise;002873;78;3.32;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Цигари Terea Yellow;002864;78;3.32;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Черни Маслини 70/90;634027;62;5.75;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Черни Маслини Услу;001591;62;4.09;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Шампоан Nivea 250мл.;001263;82;3.57;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Шампоан Teo 350мл.;004915;82;1.68;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Шоколад Млечен с Ядки и Стафиди 80гр.;630279;69;1.43;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Ябълков Оцет Фамилекс 700мл.;006576;45;1.3;
55871;ГРИЗЛИ 10 РОЗОВА ДОЛИНА;Яйца М 5бр.;001949;31;1.28;
55871;ГРИЗЛИ 6 ИСКЪР;Бира Kamenitza Светло 2л.;006423;74;1.68;
55871;ГРИЗЛИ 6 ИСКЪР;Бира Zagorka 2л.;005611;74;1.58;1.29
55871;ГРИЗЛИ 6 ИСКЪР;Бира Ариана Светло 2.3л.;003366;74;1.59;1.28
55871;ГРИЗЛИ 6 ИСКЪР;Бира Бургаско Светло 2.3л.;003588;74;1.63;1.12
55871;ГРИЗЛИ 6 ИСКЪР;Бира Пиринско светло 2.3л.;006073;74;1.61;1.27
55871;ГРИЗЛИ 6 ИСКЪР;Бира Шуменско светло 2.2л.;003587;74;1.66;1.38
55871;ГРИЗЛИ 6 ИСКЪР;Бисквити Житен Дар Обикновени 220гр.;001773;66;1.25;
55871;ГРИЗЛИ 6 ИСКЪР;Брашно София Мел Екстра 1кг.;004600;41;1.1;
55871;ГРИЗЛИ 6 ИСКЪР;Брашно София Мел Тип 500 1кг.;000972;40;1.05;
55871;ГРИЗЛИ 6 ИСКЪР;Бяло Вино Villa Yambol Chardonnay 750мл.;000155;75;4.63;4.15
55871;ГРИЗЛИ 6 ИСКЪР;Бяло Вино Villa Yambol Muscat 750мл.;004479;75;4.63;4.15
55871;ГРИЗЛИ 6 ИСКЪР;Бяло Саламурено Краве Сирене Топила;004610;8;7.61;
55871;ГРИЗЛИ 6 ИСКЪР;Бяло Саламурено Сирене от Краве Мляко Лудогорско;007315;8;6.21;
55871;ГРИЗЛИ 6 ИСКЪР;Бяло саламурено сирене от краве мляко Булгарче;001526;8;7.11;
55871;ГРИЗЛИ 6 ИСКЪР;Домашна Финосмляна Лютеница Deroni 525гр.;004227;49;3.14;2.65
55871;ГРИЗЛИ 6 ИСКЪР;Захар Вучко 1кг.;009431;38;0.83;
55871;ГРИЗЛИ 6 ИСКЪР;Кайма Стандарт Сами - М;006600;25;6.28;
55871;ГРИЗЛИ 6 ИСКЪР;Кафе Nova Brasilia Джезве Мляно 200гр.;630311;70;3.93;3.19
55871;ГРИЗЛИ 6 ИСКЪР;Кафе Nova Brasilia Класик Мляно 200гр.;009970;70;3.93;3.19
55871;ГРИЗЛИ 6 ИСКЪР;Кафе Nova Brasilia на Зърна 900гр.;000977;71;17.38;
55871;ГРИЗЛИ 6 ИСКЪР;Кашкавал Булгарче тост;008307;10;10.99;8.19
55871;ГРИЗЛИ 6 ИСКЪР;Кашкавал Земенея Вакуум;005558;11;16.87;
55871;ГРИЗЛИ 6 ИСКЪР;Кашкавал Лудогорие пита;000592;10;9.97;
